ID,TEXT,SOURCE,INTENCAO
137,Há vedação à inclusão de novo documento destinado a atestar condição de habilitação preexistente em sede de diligência?,LLM,"O usuário busca saber se é permitido apresentar um novo documento para comprovar uma condição de habilitação que já existia antes da abertura da sessão pública, especialmente em uma fase de diligência. Os resultados devem indicar que a vedação à apresentação de novos documentos não se aplica a casos onde o documento comprova uma condição preexistente e foi omitido por engano, e que a admissão de tais documentos é lícita, respeitando os princípios da isonomia e igualdade."
138,A exigência de comprovação de quantitativos mínimos em obras ou serviços com características semelhantes é legal?,LLM,"O usuário busca informações sobre a legalidade da exigência de comprovação de quantitativos mínimos em obras ou serviços semelhantes para fins de qualificação técnica e/ou operacional de licitantes. As respostas devem detalhar as condições sob as quais essa exigência é considerada legal, incluindo a necessidade de que os quantitativos sejam compatíveis com o objeto a ser contratado, que se refiram às parcelas de maior relevância e valor significativo, e que guardem proporção com a dimensão e complexidade do objeto. Também é importante mencionar que a Administração deve justificar a indispensabilidade de tal exigência e que os quantitativos mínimos não devem exceder, como regra, 50% do orçamento base, a menos que haja justificativas especiais. Devem ser abordadas as exceções, como em objetos de natureza predominantemente intelectual, onde a aferição da capacitação pode ser dificultada. A razoabilidade da exigência é um ponto central a ser coberto, evitando quantitativos excessivos."
139,Qual a extensão da sanção de impedimento de licitar e contratar?,LLM,"O usuário deseja entender o alcance da sanção de impedimento de licitar e contratar. As respostas devem esclarecer se essa sanção se aplica apenas ao órgão ou entidade que a aplicou, ou se abrange toda a esfera de governo do órgão ou entidade sancionadora (incluindo empresas estatais), e se restringe ao ente federativo sancionador (União, estado ou município). Também é importante abranger a extensão da suspensão temporária de participação em licitação e impedimento de contratar com a Administração prevista na Lei 8.666/1993, comparando-a com o impedimento previsto na Lei 10.520/2002."
140,Quais documentos são exigidos para habilitação técnico-operacional em certames de obras e serviços de engenharia?,LLM,"O usuário busca saber quais documentos são necessários para comprovar a habilitação técnico-operacional em licitações de obras e serviços de engenharia. A resposta deve detalhar que são exigidos atestados emitidos em nome da licitante, e que podem ser solicitadas certidões de acervo técnico (CAT) ou anotações/registros de responsabilidade técnica (ART/RRT) dos profissionais vinculados. Deve também mencionar a possibilidade de exigir atestados de execução de quantitativos mínimos em obras ou serviços similares, justificados pela dimensão e complexidade do objeto, e limitados às parcelas de maior relevância e valor significativo, com o objetivo de conferir autenticidade e veracidade às informações."
141,Qual a finalidade do controle das autorizações de adesão?,LLM,A finalidade do controle das autorizações de adesão é garantir que os quantitativos contratados por participantes que aderem a uma ata de registro de preços não ultrapassem os limites estabelecidos em lei para a contratação desses itens.
142,Em que situações a apresentação do alvará de funcionamento é permitida na habilitação jurídica?,LLM,"O usuário busca entender as situações em que a apresentação do alvará de funcionamento é aceitável como parte da habilitação jurídica em licitações. Os resultados devem esclarecer que tal exigência é geralmente vedada, a menos que o edital demonstre explicitamente que o Poder Público o exige como condição para o funcionamento da licitante, indicando a norma de regência. Além disso, os resultados devem abordar que autorizações ou alvarás de funcionamento para o endereço indicado não são requisitos documentais obrigatórios conforme a legislação de licitações, e que a ausência desses documentos não constitui irregularidade nem viola o princípio da isonomia."
143,É permitida a acumulação do cargo de secretário municipal com o cargo de professor?,LLM,"O usuário deseja saber se é permitida a acumulação do cargo de secretário municipal com o cargo de professor. A resposta deve indicar que, apesar de o cargo de secretário municipal não ser técnico ou científico e ter natureza política, sua acumulação com o cargo de professor é permitida, desde que o professor esteja em licença para tratar de interesse particular, não se aplicando neste caso a Súmula 246 do TCU."
144,A prescrição da pretensão punitiva do TCU afeta o julgamento das contas?,LLM,"O usuário busca entender se a prescrição da pretensão punitiva do Tribunal de Contas da União (TCU) impede o julgamento das contas. Os resultados devem esclarecer que o reconhecimento dessa prescrição afeta apenas as sanções pecuniárias previstas em lei específica, mas não impede que as contas sejam julgadas irregulares. Deve-se também abordar a distinção entre inelegibilidade, que pode decorrer de um julgamento de contas irregulares, e sanção, indicando que a inelegibilidade é um obstáculo ao exercício da cidadania e não uma pena. É relevante mencionar que, na ausência de débito e na presença de prescrição da pretensão punitiva, o julgamento pela irregularidade das contas ainda é possível em processos ordinários ou extraordinários, mas que tomadas de contas especiais devem ser arquivadas se não houver débito e ocorrer a prescrição, pois falta pressuposto para juízo de mérito. Por fim, em tomadas de contas, se a prescrição for aceita, deve ser explicado que ela, uma vez interrompida, só recomeça a correr após o prazo final para julgamento."
145,O Banco de Preços em Saúde é uma referência de preços válida para a aquisição de medicamentos?,LLM,"O usuário busca confirmar a validade do Banco de Preços em Saúde (BPS) como referência para aquisição de medicamentos. As respostas devem abordar se o BPS é um preço válido para aquisição, para balizar contratações públicas, para avaliação de economicidade por órgãos de controle, e para quantificar superfaturamento e sobrepreço. É importante destacar as condições para sua validade, como a necessidade de ser balizado por critérios adequados que aproximem a pesquisa à contratação analisada. Deve-se contrastar sua utilidade com referenciais como a tabela da Cmed, explicando que o BPS reflete preços de mercado e não preços máximos. Também é relevante mencionar que, embora não seja obrigatório seu uso, as compras públicas devem se balizar por preços da Administração Pública, e o BPS é uma fonte para isso. A resposta deve considerar a existência de opiniões divergentes sobre a validade do BPS como parâmetro legítimo na apuração de sobrepreço, devido a fragilidades e limitações na obtenção do preço de mercado."
146,É possível a inclusão de serviços já previstos no edital em uma alteração contratual,LLM,"O usuário busca saber se é permitido incluir em uma alteração contratual serviços que já estavam previstos no edital de licitação, mas que foram omitidos na planilha orçamentária. A resposta ideal deve abordar a irregularidade dessa inclusão, explicando que alterações só são válidas para acréscimos ou modificações decorrentes de eventos posteriores à assinatura do contrato, desde que haja interesse público na alteração."
147,O princípio da legalidade estrita pode ser afastado em favor de outros princípios no procedimento licitatório?,LLM,"O usuário busca saber se o princípio da legalidade estrita pode ser desconsiderado no processo de licitação, especialmente quando outros princípios, como o da eficiência e da seleção da proposta mais vantajosa, podem ser aplicados para melhor atender ao interesse público. A resposta deve abordar as condições em que essa flexibilização é possível e o raciocínio por trás de tal afastamento, focando na viabilização do interesse público em casos concretos."
148,Quais fontes devem ser prioritárias na pesquisa de preços para a renovação do contrato de serviços de natureza continuada?,LLM,"O usuário busca identificar as fontes de pesquisa de preços que devem ter prioridade ao avaliar a renovação de contratos de serviços continuados. A resposta deve enfatizar a preferência por consultas a portais de compras governamentais e a contratações similares realizadas por outros órgãos públicos. Deve também esclarecer que a pesquisa junto a fornecedores deve ser utilizada apenas de forma subsidiária, como um complemento a essas fontes prioritárias. A resposta deve cobrir a necessidade de uma pesquisa ampla e diversificada, indicando que essas fontes prioritárias são a base para demonstrar a vantajosidade da renovação contratual."
149,Devem ser aceitas nas contratações de software as cartas de exclusividade emitidas pelos próprios fabricantes?,LLM,"O usuário busca saber se cartas de exclusividade emitidas pelos próprios fabricantes de software são válidas para justificar a contratação direta (inexigibilidade de licitação) em processos de aquisição de software. Os resultados devem indicar que tais cartas não são suficientes para comprovar a exclusividade e, portanto, não devem ser aceitas. Deve-se esclarecer que apenas atestados ou certificados emitidos por órgãos específicos são considerados válidos para comprovar a exclusividade, sendo necessário demonstrar a inviabilidade de competição. Declarações do próprio fabricante não cumprem os requisitos legais para justificar a inexigibilidade de licitação."
150,Qual é a regra geral para a contratação de entidade para prestação de serviços de assistência médica a servidores?,LLM,"O usuário deseja saber qual a regra geral para a contratação de serviços de assistência médica a servidores. A resposta deve abordar que, em regra, essa contratação deve ser precedida de licitação. É importante mencionar as exceções, como situações de autogestão, e detalhar com quais tipos de entidades a celebração de convênios é possível (entidades fechadas de autogestão patrocinadas pelo órgão) e quando um contrato precedido de licitação é o instrumento adequado."
